Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
healthiest rolling papers 2024,1,1,40,0,0.00,https://munchmakers.com/blog/top-rolling-paper-brands-of-2024-healthier-choices-for-a-better-smoking-experience/,1,0.03,0.00,0,48,"[0,55,77,77,100,77,33,44,33,22,22,22]",2025-08-25,"Image pack, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
magnet rolling tray,9,9,90,1,0.00,https://munchmakers.com/blog/unlock-the-ultimate-rolling-experience-why-every-enthusiast-needs-a-magnetic-rolling-tray/,1,0.03,0.00,0,2250000,"[3,1,1,2,1,3,2,2,1,2,4,2]",2025-09-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
best weed grinder,31,31,5400,13,0.00,https://munchmakers.com/blog/ultimate-guide-to-choosing-your-perfect-weed-grinder/,1,0.03,0.00,0,10,"[66,66,81,100,81,54,66,44,54,54,54,54]",2025-11-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
keychain weed grinder,5,5,50,0,0.00,https://munchmakers.com/product/custom-mini-grinder-keychain,1,0.03,0.00,0,92,"[26,26,19,19,19,19,19,26,19,19,26,19]",2025-08-23,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
good grinder brands,8,8,110,13,0.00,https://munchmakers.com/blog/ultimate-guide-to-choosing-your-perfect-weed-grinder/,1,0.03,0.00,0,19300000,"[28,21,15,28,100,34,28,21,28,21,21,21]",2025-08-29,"Image pack, Sitelinks, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
caterpillar ashtray,5,5,110,19,0.26,https://munchmakers.com/blog/different-types-of-ashtrays/,1,0.03,0.00,0.74,10,"[42,52,42,100,42,52,19,42,100,66,80,52]",2025-11-12,"Image pack, Video, Image, People also ask",,People also ask
laredo cigarette roller,1,1,40,23,0.00,https://pt.munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-d7cea0/,1,0.03,0.00,0,52,"[18,18,18,18,18,100,100,18,18,18,18,18]",2025-09-07,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
ceramic ashtray,18,18,1000,8,0.35,https://munchmakers.com/product/custom-ceramic-ashtray-with-lid,1,0.03,0.00,1,2810000,"[46,46,68,100,68,52,46,68,46,68,46,46]",2025-09-28,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
vape pens munchmakers,2,2,40,16,0.00,https://munchmakers.com/blog/keep-your-customers-coming-back-with-custom-vape-pens/,1,0.03,0.00,0,20,"[14,100]",2025-09-04,"Image pack, Image, People also ask, Related searches",informational,Organic
raw sheets,7,7,140,36,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0.01,810000000,"[34,43,43,53,43,43,53,21,34,43,34,34]",2025-08-29,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
custom lighters bulk,10,10,590,33,0.94,https://munchmakers.com/product-category/custom-lighters/,1,0.03,0.00,1,1160000,"[55,100,76,36,24,45,30,30,24,30,30,36]",2025-10-03,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Image pack
automatic joint roller and grinder,4,4,90,15,0.00,https://munchmakers.com/blog/master-the-art-of-rolling-the-ultimate-guide-to-joint-rollers-for-effortless-enjoyment/,1,0.03,0.00,0,1310000,"[43,66,23,12,12,12,23,17,17,17,17,12]",2025-09-06,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
roll press machine,1,1,90,3,1.90,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,1.00,0.8,435000000,"[33,33,33,33,42,42,52,52,33,42,23,23]",2025-09-09,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",People also ask
the best grinder,3,3,110,37,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,144000000,"[33,33,52,52,52,52,52,42,66,52,66,42]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Buying guide, Discussions and forums",commercial,People also ask
toilet ashtray,3,3,140,16,0.00,https://munchmakers.com/blog/ultimate-guide-to-ashtrays-features-benefits-and-buying-tips-for-smokers/,1,0.03,0.00,0.65,2220000,"[34,34,65,65,53,100,53,42,53,53,65,80]",2025-09-11,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",People also ask
girly rolling tray set,7,7,50,0,0.00,https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-cute-and-girly-weed-rolling-tray-sets/,1,0.03,0.00,0,53,"[7,5,7,5,5,9,5,5,5,3,5,3]",2025-09-03,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
designer ashtray,13,13,390,6,0.66,https://munchmakers.com/product-category/custom-ashtrays/,1,0.03,0.00,1,80,"[30,24,30,36,30,100,30,30,20,20,20,30]",2025-08-30,"Image pack, Video, Image, Shopping ads, Popular products, Related searches",commercial,Organic
customized rolling trays,9,9,140,5,0.00,https://munchmakers.com/product-category/custom-rolling-trays/,1,0.03,0.00,0,1100000,"[8,1,1,1,1,3,4,3,5,5,11,11]",2025-08-30,"Knowledge panel, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
cannabis joint holder,6,6,140,10,0.00,https://www.munchmakers.com/discover-the-best-joint-holder-for-a-stylish-and-secure-smoke/,1,0.03,0.00,0,88,"[14,14,14,11,14,14,14,14,14,14,14,14]",2025-08-28,"Image pack, Image, People also ask, Related searches, Discussions and forums","informational, transactional",People also ask
how much does raw papers cost,8,8,70,3,0.00,https://munchmakers.com/blog/unlocking-the-price-how-much-should-you-pay-for-raw-rolling-papers/,1,0.03,0.00,0,129000000,"[81,45,81,81,81,45,45,63,81,81,81,81]",2025-09-01,"Image pack, Video, Image, FAQ, Popular products, Related searches",informational,Organic
custom butane torch lighter,9,9,210,6,0.60,https://munchmakers.com/product/custom-compact-torch-lighter,1,0.03,0.00,1,68,"[81,65,53,65,100,100,65,53,81,34,34,43]",2025-08-26,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
cincy grinders,6,6,140,4,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,11100,"[54,35,0,0,4,43,35,22,10,100,0,18]",2025-09-01,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
dab mats,22,22,720,7,0.00,https://munchmakers.com/product/custom-dab-mat,1,0.03,0.00,0,3190000,"[41,16,16,24,24,16,30,41,16,36,20,36]",2025-10-02,"Image pack, Video, Image, Related searches","commercial, informational",Organic
wholesale ashtrays,10,10,90,8,0.91,https://munchmakers.com/product-category/custom-ashtrays/,1,0.03,0.00,1,0,"[28,34,28,21,15,28,34,28,21,21,28,21]",2025-11-19,"Image, Popular products, Related searches","informational, transactional",Organic
3 chamber grinder,2,2,70,11,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,7270000,"[23,42,23,42,52,42,23,33,42,33,33,33]",2025-09-02,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",People also ask
electric joint,1,1,40,16,0.00,https://munchmakers.com/blog/master-the-art-of-rolling-the-ultimate-guide-to-joint-rollers-for-effortless-enjoyment/,1,0.03,0.00,0.2,365000000,"[3,2,1,0,0,2,2,2,0,0,1,1]",2025-09-05,"Image pack, Video, Image, People also ask, Related searches",commercial,People also ask
hemp grinder,7,7,210,10,0.00,https://munchmakers.com/product/custom-biodegradable-grinder,1,0.03,0.00,0,3090000,"[28,53,53,53,53,53,53,53,53,28,43,66]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
2 piece grinder,11,11,210,4,0.00,https://munchmakers.com/blog/4-piece-grinder-vs-2-piece-grinder-what-grinder-should-you-get-it/,1,0.03,0.00,0,43400000,"[65,53,65,81,65,65,65,43,43,53,43,100]",2025-08-23,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
awesome weed grinders,15,15,390,14,0.00,https://munchmakers.com/blog/top-5-awesome-weed-grinders-to-elevate-your-herb-game/,1,0.03,0.00,0,650000,"[16,13,16,20,8,30,16,13,24,100,67,67]",2025-09-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
customized grinder,4,4,30,1,4.51,https://munchmakers.com/,1,0.03,4.00,0.02,3600000,"[9,15,15,9,21,21,6,6,3,12,3,6]",2025-09-06,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
custom rolling papers low minimum,9,9,70,0,0.00,https://munchmakers.com/blog/create-your-own-custom-rolling-papers-a-step-by-step-guide/,1,0.03,0.00,0,79,"[27,63,81,81,63,63,81,63,63,63,45,45]",2025-08-30,"Image pack, Sitelinks, Video, Image, People also ask, FAQ, Popular products, Related searches",commercial,Organic
ashtray with lid,10,10,880,22,0.34,https://munchmakers.com/product/custom-ceramic-ashtray-with-lid,1,0.03,0.00,1,3910000,"[67,76,76,76,76,76,45,67,55,67,76,76]",2025-09-28,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
cool lifhter,3,3,140,24,0.58,https://munchmakers.com/blog/choosing-the-right-lighter-essential-guide-and-tips/,1,0.03,0.00,1,10,"[0,0,0,0,100,0,0,0,0,0,0,0]",2025-11-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",commercial,Things to know
can you use the warning paper in raw papers,2,2,50,21,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,44,"[100,78,78,64,14,14,14,14,35,14,14,35]",2025-08-31,"Sitelinks, Video, People also ask, Related searches",informational,Organic
weed grinder keychain,4,4,50,0,0.00,https://munchmakers.com/product/custom-mini-grinder-keychain,1,0.03,0.00,0,86,"[63,63,45,45,45,63,45,63,36,63,63,45]",2025-08-25,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
best grinder for weed,33,33,1600,18,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,12400000,"[44,7,23,23,8,35,23,29,5,19,35,4]",2025-10-13,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
best pot grinder,26,26,720,46,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,36700000,"[16,16,10,16,10,20,4,7,10,65,22,7]",2025-09-10,"Image pack, Sitelinks, Image, People also ask",commercial,Organic
roller machine weed,6,6,260,26,0.00,https://munchmakers.com/blog/roll-with-ease-the-ultimate-guide-to-choosing-your-perfect-joint-roller/,1,0.03,0.00,0,30000000,"[13,13,16,24,8,20,13,13,16,6,100,13]",2025-08-24,"Image pack, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
kingtop grinder 4 piece,5,5,70,2,0.00,https://munchmakers.com/blog/4-piece-grinder-vs-2-piece-grinder-what-grinder-should-you-get-it/,1,0.03,0.00,0.94,10,"[100,53,9,12,21,6,6,6,6,6,6,6]",2025-11-17,"Image pack, Video, Image, People also ask, Related searches",commercial,People also ask
automatic tobacco grinder,14,14,260,10,0.49,https://munchmakers.com/product/custom-electric-weed-grinder,1,0.03,0.00,0.02,86,"[12,4,54,67,12,1,19,81,12,10,81,1]",2025-08-20,"Image pack, Image, Popular products, Related searches",commercial,Organic
ceramic ashtrays,13,13,390,14,0.39,https://munchmakers.com/product/custom-ceramic-ashtray,1,0.03,0.00,1,1390000,"[26,17,17,11,32,32,59,59,59,72,48,26]",2025-09-01,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
cool weed jars,11,11,70,21,0.37,https://www.munchmakers.com/product-category/custom-weed-stash-jars/,1,0.03,0.00,0.92,15200000,"[34,28,15,21,28,28,21,21,21,15,15,15]",2025-09-07,"Image pack, Video, Image, Related searches",commercial,Organic
glow in the dark grinder,1,1,40,0,0.00,https://munchmakers.com/product/custom-glow-in-the-dark-grinder,1,0.03,0.00,0.02,89,"[11,11,64,64,11,11,11,11,11,11,11,11]",2025-08-18,"Image pack, Video, Image, People also ask, Related searches",commercial,Image pack
best herb grinder with kief catcher,6,6,90,11,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-the-best-grinder-for-kief-collection-99fca0/,1,0.03,0.00,0,19700,"[50,78,100,100,64,64,64,50,21,50,35,35]",2025-09-09,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
engraved pipe,4,4,40,0,0.00,https://munchmakers.com/product/custom-aluminum-pipe,1,0.03,0.00,0,82,"[45,45,45,45,45,63,18,18,18,18,18,100]",2025-08-29,"Image pack, Video, Image, Related searches","commercial, informational",Organic
best roller machine,6,6,70,9,0.00,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,0.00,0,116000000,"[52,41,29,41,41,64,41,29,17,41,41,11]",2025-09-07,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
joint holders,15,15,390,2,0.00,https://www.munchmakers.com/discover-the-best-joint-holder-for-a-stylish-and-secure-smoke/,1,0.03,0.00,0,98400000,"[8,27,13,8,16,27,7,7,4,7,7,7]",2025-10-01,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
custom rolling tray,24,24,1600,9,0.00,https://munchmakers.com/product-category/custom-rolling-trays/,1,0.03,0.00,0,13600000,"[13,16,24,29,19,13,13,13,13,13,16,13]",2025-10-06,"Knowledge panel, Sitelinks, Video, Image, Related searches, Things to know",informational,Organic
large grinder for weed,4,4,90,35,0.56,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0.47,9550000,"[15,23,6,12,19,12,19,5,9,2,4,19]",2025-09-08,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
personalized lighters bulk,14,14,320,32,1.00,https://munchmakers.com/product-category/custom-lighters/,1,0.03,1.00,1,81,"[35,35,100,100,54,54,44,28,54,35,44,35]",2025-08-25,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
ceramic ash tray,15,15,390,22,0.39,https://munchmakers.com/product/custom-ceramic-ashtray-with-lid,1,0.03,0.00,1,5990000,"[13,13,13,5,20,24,36,55,45,100,24,30]",2025-09-06,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
rolling tray with magnetic lid,16,16,590,4,0.00,https://munchmakers.com/product/custom-rolling-tray-with-magnetic-lid,1,0.03,0.00,0,1260000,"[5,5,20,8,24,16,7,13,20,24,20,16]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
metal grinders,12,12,390,18,0.45,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0.95,20500000,"[24,55,20,30,36,24,36,24,36,30,24,20]",2025-09-03,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
5 piece herb grinder,5,5,110,12,0.00,https://munchmakers.com/blog/4-piece-grinder-vs-2-piece-grinder-what-grinder-should-you-get-it/,1,0.03,0.00,0.04,2730000,"[0,64,64,82,82,82,64,41,52,52,82,64]",2025-08-28,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
powermatic 2 ii,9,9,110,17,0.30,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,0.00,0.38,7290000,"[29,22,18,35,18,29,22,22,14,18,18,35]",2025-09-10,"Image pack, Video, Image, People also ask, Related searches",commercial,People also ask
expensive weed grinders,9,9,50,27,0.00,https://munchmakers.com/blog/elevate-your-experience-the-ultimate-guide-to-luxury-weed-grinders/,1,0.03,0.00,0,1240000,"[12,17,17,17,12,17,17,17,10,12,17,10]",2025-09-08,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
foldable rolling tray,1,1,110,1,0.00,https://munchmakers.com/product/custom-folded-rolling-tray,1,0.03,0.00,0,81,"[64,64,82,82,52,64,64,52,64,64,52,82]",2025-08-19,"Image pack, Video, Image, Popular products, Related searches",commercial,Image pack
joint machine roller,3,3,70,22,0.00,https://munchmakers.com/blog/mastering-the-art-of-rolling-your-ultimate-guide-to-joint-rollers/,1,0.03,0.00,0,31100000,"[9,9,12,6,3,43,3,9,28,21,34,100]",2025-08-28,"Image pack, Image, People also ask, Related searches",commercial,People also ask
the best weed grinder,5,5,110,35,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,12900000,"[42,33,42,42,33,66,66,80,100,66,66,42]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Discussions and forums",commercial,People also ask
wooden weed grinder,20,20,720,6,0.77,https://munchmakers.com/product/custom-wooden-grinder-for-weed,1,0.03,0.00,0.65,9150000,"[13,8,8,16,7,13,16,54,100,54,36,30]",2025-08-30,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
vintage hotel ashtrays,4,4,140,11,0.43,https://munchmakers.com/blog/why-wood-ashtrays-are-making-a-comeback-in-the-smoking-world/,1,0.03,0.00,0.46,35,"[66,42,42,52,66,52,52,52,66,66,80,100]",2025-08-25,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
funny herb grinders,5,5,50,2,0.00,https://munchmakers.com/blog/grind-with-a-smile-your-ultimate-guide-to-funny-herb-grinders/,1,0.03,0.00,0,10,"[45,45,63,81,45,63,27,45,63,63,36,45]",2025-11-16,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
weed grinder tool,1,1,70,50,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,8510000,"[0,4,9,19,23,23,23,100,42,33,42,42]",2025-08-30,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
folding rolling tray,5,5,110,1,0.00,https://munchmakers.com/product/custom-folded-rolling-tray,1,0.03,0.00,0,11200000,"[78,78,78,100,50,78,78,64,78,78,64,100]",2025-09-06,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
xl weed grinder,9,9,70,5,0.00,https://munchmakers.com/product/custom-big-grinder,1,0.03,0.00,0,1120000,"[33,33,42,52,23,23,23,23,23,23,23,9]",2025-09-11,"Image pack, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
custom gringer,14,14,260,6,0.00,https://munchmakers.com/blog/ultimate-guide-to-custom-grinders-style-meets-function/,1,0.03,0.00,0,96,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-09-05,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
munchmakers shop,4,4,90,18,0.00,https://munchmakers.com/company/,1,0.03,0.00,0,68700,"[45,81,100,100]",2025-10-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
automatic blunt roller machine,3,3,110,19,0.00,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,0.00,0,80,"[22,14,35,18,100,2,0,14,14,14,14,8]",2025-09-09,"Image pack, Image, People also ask, Popular products, Related searches","informational, transactional",People also ask
eletric weed grinder,3,3,140,12,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-electric-weed-crushers-and-grinders/,1,0.03,0.00,0,9930000,"[1,1,1,1,1,0,1,54,0,1,1,1]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",commercial,Things to know
gifts for cigarette smokers,3,3,110,9,0.00,https://munchmakers.com/blog/gifts-for-smokers-ultimate-guide-with-50-perfect-presents-for-every-type-of-smoker/,1,0.03,0.00,0.93,1500000,"[3,3,3,3,5,36,3,2,2,3,4,4]",2025-09-02,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
grind cards,1,1,40,8,0.00,https://munchmakers.com/es/blog/grinder-cards-101-the-ultimate-guide-to-convenient-and-compact-herb-grinding-d06e84/,1,0.03,0.00,0,44200000,"[2,0,2,2,2,2,12,2,7,2,2,10]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
lyrical lemonade papers,10,10,210,15,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,110000,"[53,53,43,43,23,43,53,43,82,53,82,43]",2025-08-28,"Image pack, Video, People also ask, Related searches",informational,People also ask
rolling trays wholesale,13,13,210,3,0.00,https://munchmakers.com/product-category/custom-rolling-trays/,1,0.03,0.00,0,2460000,"[2,2,2,3,3,2,2,3,3,100,2,3]",2025-09-07,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
flavored rolling paper,4,4,90,4,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,10200000,"[41,52,52,41,52,82,41,41,52,41,52,52]",2025-08-27,"Image pack, Video, Image, People also ask, Related searches, AI overview",commercial,People also ask
best weed wraps,1,1,70,4,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,8560000,"[7,7,7,7,7,7,9,7,9,9,9,3]",2025-09-07,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
joint holder case,26,26,880,7,0.00,https://munchmakers.com/product/custom-square-joint-case,1,0.03,0.00,0,164000000,"[52,52,46,46,68,68,46,37,37,37,37,52]",2025-09-08,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
50mm grinder,1,1,50,0,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,4010000,"[18,18,27,18,18,18,27,18,100,100,27,100]",2025-08-30,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",People also ask
custom grinders,14,14,390,1,4.51,https://munchmakers.com/blog/ultimate-guide-to-custom-grinders-style-meets-function/,1,0.03,4.00,0.02,11000000,"[30,24,30,30,55,55,24,20,24,45,24,30]",2025-09-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
kief collecting grinder,10,10,320,30,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-choosing-the-best-grinder-for-kief-collection-30031c/,1,0.03,0.00,0,82800,"[88,72,2,2,2,2,2,2,2,100,59,59]",2025-08-28,"Local pack, Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best weed grinder for kief,5,5,110,14,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-weed-grinders-with-kief-catchers-2/,1,0.03,0.00,0,323000,"[29,43,35,29,18,29,18,22,10,14,14,22]",2025-08-19,"Image pack, Sitelinks, Image, People also ask, Discussions and forums",commercial,Organic
cool grinder for weed,14,14,390,28,0.00,https://munchmakers.com/blog/top-cool-weed-grinders-enhance-your-herb-experience/,1,0.03,0.00,0,14000000,"[13,10,13,16,6,24,13,5,20,81,55,55]",2025-09-02,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
tobacco automatic rolling machine,4,4,90,23,0.00,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,0.00,0,90,"[11,11,41,52,41,64,52,41,23,52,100,82]",2025-09-11,"Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,People also ask
custom glass ashtrays,4,4,40,0,0.53,https://munchmakers.com/product-category/custom-ashtrays/,1,0.03,0.00,1,1310000,"[18,18,18,45,100,18,18,18,36,18,100,18]",2025-08-26,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
bougie grinder with kief catcher,3,3,70,5,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-choosing-the-best-grinder-for-kief-collection-30031c/,1,0.03,0.00,0,89,"[81,63,100,100,81,63,63,36,18,18,18,18]",2025-08-31,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
wiz khalifa joint papers,1,1,90,30,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,21500,"[53,3,3,3,3,0,26,100,26,34,53,53]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,People also ask
custom ashtray with photo,6,6,50,0,0.54,https://munchmakers.com/product-category/custom-ashtrays/,1,0.03,0.00,1,1890000,"[3,4,2,4,5,7,7,9,9,4,4,5]",2025-08-17,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
back roll joint,9,9,50,19,0.00,https://munchmakers.com/blog/how-to-roll-a-joint/,1,0.03,0.00,0,118000000,"[15,15,15,15,28,6,28,21,21,15,21,28]",2025-09-06,"Video, People also ask, FAQ",informational,Organic
different types of lighters,15,15,480,9,0.58,https://munchmakers.com/blog/choosing-the-right-lighter-essential-guide-and-tips/,1,0.03,0.00,0.88,12400000,"[100,66,66,66,66,81,66,66,81,66,81,100]",2025-09-07,"Image pack, Sitelinks, Video, Featured snippet, Popular products, Related searches, AI overview","commercial, informational",Organic
personalized lighters,34,34,1600,41,0.64,https://munchmakers.com/product-category/custom-lighters/,1,0.03,0.00,1,3510000,"[16,29,65,81,22,22,22,20,22,22,22,54]",2025-10-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches, Ads middle",commercial,Organic
best automatic joint roller,3,3,90,24,0.00,https://munchmakers.com/blog/master-the-art-of-rolling-the-ultimate-guide-to-joint-rollers-for-effortless-enjoyment/,1,0.03,0.00,0,9530000,"[18,18,18,100,100,100,100,63,100,100,100,63]",2025-08-29,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
scissors for trimming weed,1,1,50,5,0.42,https://www.munchmakers.com/grinder-guides/choosing-the-perfect-grinder-for-your-cannabis-experience/,1,0.03,0.00,0.96,1400000,"[1,21,9,9,1,2,2,1,5,1,3,2]",2025-08-23,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
joint wrapper,1,1,140,25,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,4370000,"[0,0,0,0,0,0,1,1,1,100,0,0]",2025-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
best ashtray for weed,5,5,70,6,0.35,https://munchmakers.com/blog/top-weed-ashtray-features-your-smoking-setup-needs/,1,0.03,0.00,1,98,"[29,29,29,52,29,64,52,52,41,29,29,41]",2025-09-11,"Image pack, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
joint roller best,12,12,110,11,0.00,https://munchmakers.com/blog/roll-like-a-pro-your-ultimate-guide-to-choosing-the-best-joint-roller-for-2024/,1,0.03,0.00,0,24800000,"[18,15,15,18,11,23,18,15,8,28,28,11]",2025-09-09,"Image pack, Video, Image, People also ask, Related searches",commercial,Organic
